id,ts,co2,temp,hum,clear,nir,soil_moisture,soil_temp,soil_ec,soil_ph,soil_n,soil_p,soil_k,rssi,snr,battery_v,battery_i,battery_p,charging
20,2026-07-19T11:32:38.176663+00:00,217,38.5,19.0,1000,1000,,,,,,,,-48.0,12.75,4.144,37.6,155.8,1
21,2026-07-19T11:36:38.760022+00:00,175,35.1,22.1,1000,1000,,,,,,,,-49.0,12.25,4.136,-21.0,-86.9,0
22,2026-07-19T11:40:39.604851+00:00,216,30.6,26.9,1000,1000,,,,,,,,-50.0,13.0,4.128,-70.6,-291.4,0
23,2026-07-19T11:44:41.839588+00:00,236,31.3,25.6,1000,1000,,,,,,,,-50.0,12.0,4.132,-135.0,-557.8,0
24,2026-07-19T11:48:45.071733+00:00,187,37.6,20.3,1000,1000,,,,,,,,-51.0,12.5,4.152,62.9,261.2,1
25,2026-07-19T11:52:46.346406+00:00,203,34.8,22.6,1000,1000,,,,,,,,-50.0,12.25,4.144,-0.5,-2.1,0
26,2026-07-19T11:56:47.090707+00:00,141,34.6,23.0,1000,1000,,,,,,,,-49.0,2.0,4.132,-128.6,-531.4,0
27,2026-07-19T12:00:48.349110+00:00,200,32.2,24.7,1000,1000,,,,,,,,-48.0,12.5,4.148,21.6,89.6,1
28,2026-07-19T12:04:51.986279+00:00,193,38.6,19.1,1000,1000,,,,,,,,-49.0,12.25,4.16,88.0,366.1,1
29,2026-07-19T12:08:53.529557+00:00,141,35.9,21.1,1000,1000,,,,,,,,-50.0,13.0,4.16,86.4,359.4,1
30,2026-07-19T12:19:50.064216+00:00,152,34.5,21.6,1000,1000,,,,,,,,-45.0,11.75,4.156,-22.4,-93.1,0
31,2026-07-19T12:23:51.900433+00:00,194,32.9,23.0,1000,1000,,,,,,,,-45.0,12.25,4.152,-64.7,-268.6,0
32,2026-07-19T12:27:53.965190+00:00,181,33.8,22.3,1000,1000,,,,,,,,-46.0,13.0,4.16,-5.0,-20.8,0
33,2026-07-19T12:31:56.767976+00:00,5,37.3,20.2,1000,1000,,,,,,,,-46.0,12.25,4.164,14.0,58.3,1
34,2026-07-19T12:40:03.961050+00:00,120,38.3,18.6,1000,1000,,,,,,,,-45.0,12.25,4.156,-82.7,-343.7,0
35,2026-07-19T12:52:14.547763+00:00,202,39.4,17.8,1000,1000,,,,,,,,-45.0,12.25,4.172,75.2,313.7,1
36,2026-07-19T12:56:16.764769+00:00,274,40.1,17.0,1000,1000,,,,,,,,-45.0,12.75,4.152,-195.9,-813.4,0
37,2026-07-19T13:00:16.198934+00:00,264,34.6,20.6,1000,1000,,,,,,,,-45.0,12.5,4.164,-85.9,-357.7,0
38,2026-07-19T13:08:21.213492+00:00,187,33.1,23.2,1000,1000,,,,,,,,-46.0,12.0,4.172,28.7,119.7,1
39,2026-07-19T13:12:25.059729+00:00,148,36.3,19.8,1000,1000,,,,,,,,-46.0,12.5,4.156,-143.5,-596.4,0
40,2026-07-19T13:16:26.208236+00:00,189,36.2,19.2,1000,1000,,,,,,,,-45.0,12.25,4.176,57.5,240.1,1
41,2026-07-19T13:20:29.373039+00:00,142,41.2,16.4,1000,1000,,,,,,,,-45.0,11.75,4.176,49.0,204.6,1
42,2026-07-19T13:24:30.024752+00:00,341,36.9,18.3,1000,1000,,,,,,,,-45.0,12.0,4.172,-7.1,-29.6,0
43,2026-07-19T13:28:31.966648+00:00,230,37.0,19.0,1000,1000,,,,,,,,-46.0,12.0,4.176,-21.8,-91.0,0
44,2026-07-19T13:32:34.340930+00:00,,,,,,,,,,,,,-46.0,12.0,,,,
45,2026-07-19T13:44:45.178647+00:00,178,38.4,17.9,1000,1000,,,,,,,,-43.0,12.75,4.176,-17.5,-73.1,0
46,2026-07-19T14:05:05.308410+00:00,159,37.3,19.1,1000,1000,,,,,,,,-45.0,12.25,4.184,22.6,94.6,1
47,2026-07-19T14:09:07.644820+00:00,281,39.6,17.2,1000,1000,,,,,,,,-46.0,12.0,4.184,20.6,86.2,1
48,2026-07-19T14:13:09.300894+00:00,202,38.4,17.2,1000,1000,,,,,,,,-45.0,12.0,4.176,-93.8,-391.7,0
49,2026-07-19T14:17:10.466872+00:00,131,36.6,18.5,1000,1000,,,,,,,,-43.0,12.5,4.184,21.6,90.4,1
50,2026-07-19T14:29:22.273569+00:00,195,37.2,19.1,1000,1000,,,,,,,,-48.0,12.5,4.176,-104.3,-435.6,0
51,2026-07-19T14:33:24.082726+00:00,157,37.1,18.7,1000,1000,,,,,,,,-46.0,12.25,4.188,7.2,30.2,1
52,2026-07-19T14:37:26.264050+00:00,151,37.0,18.7,1000,1000,,,,,,,,-45.0,12.5,4.188,8.2,34.3,1
53,2026-07-19T14:41:27.851138+00:00,252,36.7,18.4,1000,1000,,,,,,,,-46.0,12.75,4.188,8.4,35.2,1
54,2026-07-19T14:49:34.753670+00:00,134,37.9,18.9,1000,1000,,,,,,,,-45.0,12.5,4.188,8.8,36.9,1
55,2026-07-19T14:57:40.334736+00:00,122,36.1,19.4,1000,1000,,,,,,,,-45.0,12.0,4.18,-120.6,-504.1,0
56,2026-07-19T15:01:41.424659+00:00,189,34.3,20.8,1000,1000,,,,,,,,-45.0,12.0,4.188,5.7,23.9,1
57,2026-07-19T15:05:43.513370+00:00,209,35.5,19.9,1000,1000,,,,,,,,-46.0,12.0,4.188,-0.6,-2.5,0
58,2026-07-19T15:09:45.817067+00:00,232,35.3,19.9,1000,1000,,,,,,,,-45.0,12.25,4.188,-2.4,-10.1,0
59,2026-07-19T15:13:48.058655+00:00,166,34.7,21.4,1000,1000,,,,,,,,-45.0,12.0,4.192,0.5,2.1,0
60,2026-07-19T15:17:50.015473+00:00,183,34.8,20.5,1000,1000,,,,,,,,-45.0,12.5,4.188,3.8,15.9,0
61,2026-07-19T15:25:56.894373+00:00,185,34.7,19.8,1000,1000,,,,,,,,-45.0,12.0,4.192,-1.5,-6.3,0
62,2026-07-19T15:29:58.758881+00:00,217,35.2,20.1,1000,1000,,,,,,,,-47.0,13.25,4.184,-104.2,-436.0,0
63,2026-07-19T15:34:00.065665+00:00,281,33.2,21.4,1000,1000,,,,,,,,-47.0,13.0,4.192,-10.2,-42.8,0
64,2026-07-19T15:38:01.654415+00:00,270,33.1,21.7,1000,1000,,,,,,,,-47.0,12.75,4.188,-10.5,-44.0,0
65,2026-07-19T15:42:03.425156+00:00,139,33.4,21.8,1000,1000,,,,,,,,-50.0,12.25,4.192,-15.8,-66.2,0
66,2026-07-19T15:46:05.335474+00:00,367,32.7,21.8,1000,1000,,,,,,,,-49.0,12.5,4.18,-137.8,-576.0,0
67,2026-07-19T15:54:11.369515+00:00,301,32.7,22.8,1000,1000,,,,,,,,-47.0,12.5,4.196,-27.1,-113.7,0
68,2026-07-19T15:58:13.711412+00:00,165,31.9,22.6,1000,1000,,,,,,,,-46.0,12.75,4.18,-163.2,-682.2,0
69,2026-07-19T16:02:15.484281+00:00,147,32.0,22.6,1000,1000,,,,,,,,-47.0,13.25,4.192,-40.0,-167.7,0
70,2026-07-19T16:06:17.848243+00:00,187,32.6,22.9,1000,986,,,,,,,,-48.0,12.5,4.188,-41.4,-173.4,0
71,2026-07-19T16:10:19.910826+00:00,239,33.0,21.9,1000,957,,,,,,,,-46.0,12.5,4.192,-47.4,-198.7,0
72,2026-07-19T16:18:25.390322+00:00,185,31.6,23.6,1000,902,,,,,,,,-47.0,12.25,4.192,-56.3,-236.0,0
73,2026-07-19T16:26:32.217382+00:00,262,31.3,23.5,1000,551,,,,,,,,-50.0,12.25,4.184,-66.0,-276.1,0
74,2026-07-19T16:30:34.277197+00:00,204,31.4,23.7,1000,812,,,,,,,,-48.0,11.75,4.184,-148.2,-620.1,0
75,2026-07-19T16:34:36.194115+00:00,225,30.7,24.0,1000,256,,,,,,,,-48.0,12.75,4.18,-152.2,-636.2,0
76,2026-07-19T16:38:36.654219+00:00,277,27.2,26.2,1000,248,,,,,,,,-48.0,12.5,4.18,-154.1,-644.1,0
77,2026-07-19T16:42:38.177931+00:00,246,26.3,27.2,1000,259,,,,,,,,-46.0,12.25,4.176,-152.2,-635.6,0
78,2026-07-19T16:46:39.781314+00:00,216,26.3,28.0,1000,247,,,,,,,,-47.0,12.5,4.176,-156.4,-653.1,0
79,2026-07-19T16:50:41.741266+00:00,197,26.5,27.0,1000,254,,,,,,,,-47.0,12.5,4.176,-156.3,-652.7,0
80,2026-07-19T16:54:43.455879+00:00,229,26.5,27.4,1000,279,,,,,,,,-48.0,12.25,4.176,-156.9,-655.2,0
81,2026-07-19T16:58:45.074690+00:00,219,26.4,28.0,1000,273,,,,,,,,-48.0,12.75,4.164,-251.5,-1047.2,0
82,2026-07-19T17:02:46.902565+00:00,237,26.0,28.8,1000,257,,,,,,,,-48.0,13.25,4.164,-253.9,-1057.2,0
83,2026-07-19T17:10:52.571026+00:00,215,25.2,30.1,1000,262,,,,,,,,-48.0,12.75,4.164,-253.6,-1056.0,0
84,2026-07-19T17:14:54.332453+00:00,253,25.0,29.8,1000,263,,,,,,,,-48.0,12.25,4.16,-258.4,-1074.9,0
85,2026-07-19T17:18:55.807384+00:00,176,24.6,30.9,1000,260,,,,,,,,-48.0,12.5,4.168,-155.1,-646.5,0
86,2026-07-19T17:22:57.496571+00:00,194,24.6,30.6,1000,263,,,,,,,,-46.0,12.0,4.168,-154.6,-644.4,0
87,2026-07-19T17:35:08.939145+00:00,174,24.4,31.6,1000,264,,,,,,,,-47.0,13.25,4.164,-154.6,-643.8,0
88,2026-07-19T17:39:10.524401+00:00,241,23.5,31.9,1000,261,,,,,,,,-46.0,12.0,4.164,-156.0,-649.6,0
89,2026-07-19T17:47:16.891283+00:00,179,23.7,31.4,1000,251,,,,,,,,-47.0,12.75,4.16,-154.7,-643.6,0
90,2026-07-19T17:51:18.781397+00:00,190,23.4,32.4,1000,242,,,,,,,,-46.0,12.25,4.16,-155.2,-645.6,0
91,2026-07-19T18:07:34.471697+00:00,205,22.9,33.5,902,197,,,,,,,,-47.0,13.0,4.156,-155.5,-646.3,0
92,2026-07-19T18:11:36.127286+00:00,214,22.7,35.1,869,191,,,,,,,,-47.0,13.75,4.156,-155.3,-645.4,0
93,2026-07-19T18:15:37.937626+00:00,213,23.1,35.4,821,179,,,,,,,,-47.0,13.0,4.156,-153.8,-639.2,0
94,2026-07-19T18:23:44.079465+00:00,183,22.0,38.5,739,159,,,,,,,,-47.0,12.75,4.14,-287.7,-1191.1,0
95,2026-07-19T18:27:45.866710+00:00,224,21.8,39.0,703,149,,,,,,,,-47.0,12.75,4.144,-259.4,-1075.0,0
96,2026-07-19T18:35:52.369569+00:00,235,,,638,135,,,,,,,,-47.0,13.25,4.148,-157.3,-652.5,0
97,2026-07-19T18:39:54.096910+00:00,222,,,611,128,,,,,,,,-46.0,12.0,4.152,-157.2,-652.7,0
98,2026-07-19T18:43:55.985103+00:00,196,,,582,122,,,,,,,,-46.0,12.0,4.148,-155.8,-646.3,0
99,2026-07-19T18:47:57.825571+00:00,193,,,554,116,,,,,,,,-46.0,11.75,4.136,-264.0,-1091.9,0
100,2026-07-19T18:51:59.480632+00:00,224,,,530,112,,,,,,,,-48.0,12.5,4.136,-261.5,-1081.6,0
101,2026-07-20T09:30:32.477394+00:00,432,25.8,37.7,45,22,,,,,,,,-25.0,13.0,4.032,4.4,17.7,0
102,2026-07-20T09:32:26.691978+00:00,547,24.7,40.3,49,23,,,,,,,,-26.0,12.5,4.012,-180.2,-723.0,0
103,2026-07-20T09:36:29.604180+00:00,199,29.6,25.6,1000,580,,,,,,,,-43.0,12.25,4.036,35.6,143.7,1
104,2026-07-20T09:40:32.503388+00:00,273,32.1,24.1,1000,517,,,,,,,,-43.0,12.25,4.048,153.1,619.7,1
105,2026-07-20T09:44:34.866864+00:00,208,34.0,22.8,1000,448,,,,,,,,-43.0,12.5,4.024,-130.3,-524.3,0
106,2026-07-20T09:48:37.121692+00:00,205,34.7,22.8,1000,514,,,,,,,,-43.0,12.25,4.048,75.0,303.6,1
107,2026-07-20T09:52:37.781686+00:00,199,33.7,22.8,1000,558,,,,,,,,-43.0,12.0,4.056,106.0,429.9,1
108,2026-07-20T10:00:44.666164+00:00,193,36.0,21.6,1000,462,,,,,,,,-42.0,12.0,4.06,98.9,401.5,1
109,2026-07-20T10:04:46.255569+00:00,326,34.9,21.1,1000,391,,,,,,,,-42.0,12.75,4.068,113.8,462.9,1
110,2026-07-20T10:12:52.692065+00:00,148,34.8,21.2,1000,389,,,,,,,,-42.0,12.25,4.072,108.8,443.0,1
111,2026-07-20T10:16:53.280979+00:00,226,32.0,23.7,1000,388,,,,,,,,-45.0,12.75,4.056,-64.0,-259.6,0
112,2026-07-20T10:20:56.489484+00:00,199,35.8,20.4,1000,394,,,,,,,,-43.0,12.5,4.076,107.0,436.1,1
113,2026-07-20T10:24:58.299434+00:00,188,35.5,21.1,1000,393,,,,,,,,-43.0,13.25,4.08,107.8,439.8,1
114,2026-07-20T10:29:00.782713+00:00,198,37.5,19.0,1000,393,,,,,,,,-42.0,12.5,4.084,106.8,436.2,1
115,2026-07-20T10:33:02.274891+00:00,329,34.2,21.1,1000,394,,,,,,,,-43.0,12.0,4.088,114.3,467.3,1
116,2026-07-20T10:37:03.576361+00:00,132,35.5,20.6,1000,399,,,,,,,,-43.0,12.5,4.092,113.3,463.6,1
117,2026-07-20T10:41:05.747158+00:00,169,36.2,20.0,1000,406,,,,,,,,-42.0,13.5,4.092,108.4,443.6,1
118,2026-07-20T10:45:07.327779+00:00,197,36.3,19.9,1000,420,,,,,,,,-44.0,12.0,4.1,113.3,464.5,1
119,2026-07-20T10:49:09.941338+00:00,216,38.3,18.5,1000,424,,,,,,,,-42.0,12.75,4.096,106.5,436.2,1
120,2026-07-20T10:57:16.541542+00:00,134,38.8,17.9,1000,436,,,,,,,,-43.0,12.5,4.104,107.6,441.6,1
121,2026-07-20T11:01:17.110989+00:00,233,36.7,19.1,1000,449,,,,,,,,-42.0,12.5,4.1,8.1,33.2,1
122,2026-07-20T11:05:19.999053+00:00,168,39.2,17.3,1000,466,,,,,,,,-43.0,12.75,4.112,108.3,445.3,1
123,2026-07-20T11:09:22.239083+00:00,162,39.4,17.7,1000,474,,,,,,,,-43.0,12.5,4.112,105.3,433.0,1
124,2026-07-20T11:13:23.938489+00:00,165,39.1,17.6,1000,492,,,,,,,,-43.0,12.5,4.116,109.7,451.5,1
125,2026-07-20T11:17:24.546706+00:00,227,37.5,18.8,1000,501,,,,,,,,-42.0,13.25,4.12,112.6,463.9,1
126,2026-07-20T11:21:27.454479+00:00,244,39.2,17.6,1000,520,,,,,,,,-42.0,12.5,4.124,107.9,445.0,1
127,2026-07-20T11:25:29.314512+00:00,232,39.9,17.0,1000,532,,,,,,,,-42.0,13.25,4.128,108.4,447.5,1
128,2026-07-20T11:29:30.068915+00:00,153,38.6,17.9,1000,549,,,,,,,,-43.0,12.25,4.128,109.9,453.7,1
129,2026-07-20T11:33:31.911200+00:00,129,39.0,18.2,1000,580,,,,,,,,-43.0,13.0,4.132,108.4,447.9,1
130,2026-07-20T11:37:33.105751+00:00,179,40.1,17.6,1000,611,,,,,,,,-44.0,12.5,4.136,107.5,444.6,1
131,2026-07-20T11:41:35.603318+00:00,245,41.9,16.1,1000,632,,,,,,,,-44.0,12.0,4.136,88.9,367.7,1
132,2026-07-20T11:49:41.436279+00:00,305,40.3,17.0,1000,572,,,,,,,,-43.0,13.5,4.132,-18.4,-76.0,0
133,2026-07-20T11:57:47.288792+00:00,188,40.9,16.4,1000,557,,,,,,,,-45.0,12.25,4.148,99.3,411.9,1
134,2026-07-20T12:05:54.933081+00:00,159,43.2,15.6,1000,616,,,,,,,,-44.0,12.0,4.152,91.9,381.6,1
135,2026-07-20T12:14:01.141889+00:00,203,41.5,16.3,1000,826,,,,,,,,-46.0,12.5,4.144,-3.4,-14.1,0
136,2026-07-20T12:18:03.209668+00:00,175,42.5,15.5,1000,579,,,,,,,,-48.0,13.25,4.148,-16.9,-70.1,0
137,2026-07-20T12:30:14.229738+00:00,227,43.1,15.3,1000,986,,,,,,,,-45.0,12.0,4.16,90.8,377.7,1
138,2026-07-20T12:34:15.127000+00:00,216,40.4,16.9,1000,1000,,,,,,,,-47.0,13.0,4.164,91.4,380.6,1
139,2026-07-20T12:38:17.072574+00:00,151,41.8,15.8,1000,1000,,,,,,,,-46.0,12.25,4.164,90.8,378.1,1
140,2026-07-20T12:42:19.220618+00:00,232,58.8,9.3,1000,936,,,,,,,,-45.0,12.5,4.164,62.3,259.4,1
141,2026-07-20T12:46:20.690641+00:00,197,42.6,15.5,1000,1000,,,,,,,,-45.0,12.0,4.168,83.0,345.9,1
142,2026-07-20T12:54:26.888816+00:00,158,41.5,16.4,1000,1000,,,,,,,,-45.0,12.75,4.172,78.1,325.8,1
143,2026-07-20T12:58:28.803921+00:00,139,40.9,16.4,1000,1000,,,,,,,,-44.0,11.75,4.176,76.6,319.9,1
144,2026-07-20T13:02:31.319954+00:00,178,58.7,9.4,1000,1000,,,,,,,,-45.0,12.25,4.172,52.1,217.4,1
145,2026-07-20T13:06:33.171523+00:00,205,58.4,9.4,1000,1000,,,,,,,,-46.0,12.25,4.172,50.9,212.4,1
146,2026-07-20T13:10:35.009895+00:00,177,58.9,9.4,1000,1000,,,,,,,,-45.0,11.5,4.172,49.9,208.2,1
147,2026-07-20T13:14:36.741456+00:00,206,44.1,15.3,1000,1000,,,,,,,,-46.0,12.25,4.164,-57.9,-241.1,0
148,2026-07-20T13:18:38.765991+00:00,178,45.3,14.4,1000,1000,,,,,,,,-46.0,13.5,4.176,42.9,179.2,1
149,2026-07-20T13:22:39.912273+00:00,266,43.1,14.6,1000,1000,,,,,,,,-45.0,12.5,4.18,57.8,241.6,1
150,2026-07-20T13:26:41.330338+00:00,181,41.9,15.2,1000,1000,,,,,,,,-46.0,12.25,4.176,55.6,232.2,1
151,2026-07-20T13:34:48.282443+00:00,176,59.3,9.2,1000,1000,,,,,,,,-47.0,13.25,4.168,-63.4,-264.3,0
152,2026-07-20T13:38:50.658907+00:00,210,42.9,14.8,1000,1000,,,,,,,,-45.0,12.0,4.172,-34.8,-145.2,0
153,2026-07-20T13:42:51.762127+00:00,241,43.4,14.3,1000,1000,,,,,,,,-45.0,12.0,4.18,41.8,174.7,1
154,2026-07-20T13:50:58.395944+00:00,100,43.3,14.5,1000,1000,,,,,,,,-45.0,12.25,4.18,35.7,149.2,1
155,2026-07-20T13:54:59.668184+00:00,174,44.1,14.9,1000,1000,,,,,,,,-45.0,12.25,4.172,-80.8,-337.1,0
156,2026-07-20T13:59:01.973634+00:00,225,45.1,13.6,1000,1000,,,,,,,,-47.0,12.75,4.172,-84.1,-350.9,0
157,2026-07-20T14:03:03.737380+00:00,204,58.7,9.3,1000,1000,,,,,,,,-44.0,12.0,4.184,19.0,79.5,1
158,2026-07-20T14:11:10.033335+00:00,256,59.2,9.3,1000,1000,,,,,,,,-44.0,12.75,4.184,9.0,37.7,1
159,2026-07-20T14:15:12.192603+00:00,259,59.7,9.1,1000,1000,,,,,,,,-44.0,12.75,4.184,6.5,27.2,1
160,2026-07-20T14:19:14.037939+00:00,149,58.9,9.0,1000,1000,,,,,,,,-44.0,12.0,4.184,6.5,27.2,1
161,2026-07-20T14:23:15.822816+00:00,243,43.3,14.2,1000,1000,,,,,,,,-44.0,12.5,4.172,-128.6,-536.5,0
162,2026-07-20T14:27:16.936307+00:00,174,40.9,16.0,1000,1000,,,,,,,,-45.0,12.5,4.184,17.5,73.2,1
163,2026-07-20T14:31:18.643011+00:00,193,40.8,15.6,1000,1000,,,,,,,,-45.0,12.75,4.18,-79.2,-331.1,0
164,2026-07-20T14:35:21.446579+00:00,225,43.4,14.6,1000,1000,,,,,,,,-45.0,13.0,4.188,15.3,64.1,1
165,2026-07-20T14:39:23.065920+00:00,243,43.3,14.9,1000,1000,,,,,,,,-44.0,12.25,4.184,-96.4,-403.3,0
166,2026-07-20T14:43:23.388058+00:00,321,38.7,17.1,1000,1000,,,,,,,,-43.0,12.5,4.18,-90.7,-379.1,0
167,2026-07-20T14:47:25.213944+00:00,178,38.9,16.9,1000,1000,,,,,,,,-43.0,12.75,4.18,-34.0,-142.1,0
168,2026-07-20T14:51:27.958697+00:00,208,41.9,15.5,1000,1000,,,,,,,,-44.0,12.75,4.172,-217.4,-907.0,0
169,2026-07-20T14:55:29.432499+00:00,221,42.7,15.2,1000,1000,,,,,,,,-45.0,12.0,4.188,1.4,5.9,0
170,2026-07-20T14:59:30.931263+00:00,208,42.7,14.7,1000,1000,,,,,,,,-43.0,12.25,4.188,1.2,5.0,0
171,2026-07-20T15:03:32.108800+00:00,244,43.0,15.4,1000,1000,,,,,,,,-45.0,13.0,4.188,-5.5,-23.0,0
172,2026-07-20T15:07:33.503020+00:00,204,41.1,15.5,1000,1000,,,,,,,,-44.0,12.25,4.188,-4.3,-18.0,0
173,2026-07-20T15:11:36.105977+00:00,213,42.4,15.5,1000,1000,,,,,,,,-45.0,12.5,4.188,-13.3,-55.7,0
174,2026-07-20T15:15:37.854612+00:00,285,40.6,16.0,1000,1000,,,,,,,,-44.0,12.25,4.18,-118.1,-493.7,0
175,2026-07-20T15:27:49.217869+00:00,242,40.4,16.7,1000,1000,,,,,,,,-41.0,12.0,4.188,-33.4,-139.9,0
176,2026-07-20T15:31:50.858269+00:00,200,40.4,16.2,1000,1000,,,,,,,,-42.0,13.0,4.18,-144.1,-602.3,0
177,2026-07-20T15:35:52.457337+00:00,247,40.9,16.5,1000,1000,,,,,,,,-43.0,11.75,4.188,-46.6,-195.2,0
178,2026-07-20T15:39:54.205278+00:00,211,39.9,16.8,1000,1000,,,,,,,,-42.0,13.0,4.188,-51.0,-213.6,0
179,2026-07-20T15:43:55.452824+00:00,282,37.2,17.9,1000,1000,,,,,,,,-42.0,13.25,4.176,-174.3,-727.9,0
180,2026-07-20T15:47:57.741349+00:00,238,38.9,17.2,1000,1000,,,,,,,,-41.0,12.25,4.18,-164.1,-685.9,0
181,2026-07-20T15:51:58.871224+00:00,137,36.0,19.1,1000,970,,,,,,,,-41.0,12.25,4.18,-145.3,-607.4,0
182,2026-07-20T16:00:05.123517+00:00,213,36.4,19.7,1000,1000,,,,,,,,-42.0,12.5,4.176,-155.7,-650.2,0
183,2026-07-20T16:04:07.553361+00:00,210,38.6,18.3,1000,1000,,,,,,,,-42.0,13.25,4.184,-72.1,-301.7,0
184,2026-07-20T16:08:09.097828+00:00,236,37.3,19.0,1000,1000,,,,,,,,-41.0,12.25,4.184,-78.2,-327.2,0
185,2026-07-20T16:12:11.160516+00:00,225,38.1,18.1,1000,1000,,,,,,,,-42.0,12.75,4.176,-182.4,-761.7,0
186,2026-07-20T16:20:17.564609+00:00,246,37.7,18.4,1000,1000,,,,,,,,-42.0,13.0,4.164,-256.0,-1066.0,0
187,2026-07-20T16:28:23.891495+00:00,161,36.5,19.8,1000,1000,,,,,,,,-42.0,13.0,4.164,-268.1,-1116.4,0
188,2026-07-20T16:40:33.817658+00:00,221,32.2,23.5,1000,429,,,,,,,,-41.0,12.25,4.168,-159.2,-663.5,0
189,2026-07-20T16:44:35.748090+00:00,292,32.2,23.2,1000,378,,,,,,,,-42.0,12.75,4.168,-156.4,-651.9,0
190,2026-07-20T16:48:37.053743+00:00,234,30.9,24.8,1000,444,,,,,,,,-41.0,12.0,4.168,-156.7,-653.1,0
191,2026-07-20T16:52:38.373616+00:00,165,30.3,25.7,1000,502,,,,,,,,-41.0,11.75,4.148,-354.9,-1472.1,0
192,2026-07-20T16:56:40.626684+00:00,249,30.5,25.2,1000,404,,,,,,,,-41.0,12.0,4.152,-259.3,-1076.6,0
193,2026-07-20T17:08:51.419246+00:00,218,30.1,25.8,1000,504,,,,,,,,-43.0,12.25,4.164,-155.9,-649.2,0
194,2026-07-20T17:12:53.174844+00:00,238,30.2,25.7,1000,438,,,,,,,,-42.0,13.0,4.16,-157.1,-653.5,0
195,2026-07-20T17:16:55.063832+00:00,221,30.3,26.2,1000,330,,,,,,,,-43.0,12.0,4.16,-156.9,-652.7,0
196,2026-07-20T17:20:56.856812+00:00,223,29.9,24.7,1000,294,,,,,,,,-44.0,12.0,4.16,-157.0,-653.1,0
197,2026-07-20T17:24:58.679455+00:00,239,29.3,24.9,1000,302,,,,,,,,-43.0,12.25,4.152,-258.6,-1073.7,0
198,2026-07-20T17:29:00.794594+00:00,203,29.6,25.5,1000,289,,,,,,,,-43.0,12.5,4.16,-158.5,-659.4,0
199,2026-07-20T17:33:02.442633+00:00,245,28.7,25.6,1000,348,,,,,,,,-42.0,12.75,4.148,-271.3,-1125.4,0
200,2026-07-20T17:41:08.946272+00:00,225,28.2,26.1,1000,296,,,,,,,,-44.0,12.25,4.156,-157.9,-656.2,0
201,2026-07-20T17:45:10.917330+00:00,230,28.3,26.4,1000,241,,,,,,,,-42.0,12.0,4.156,-159.6,-663.3,0
