id,ts,co2,temp,hum,clear,nir,soil_moisture,soil_temp,soil_ec,soil_ph,soil_n,soil_p,soil_k,rssi,snr,battery_v,battery_i,battery_p,charging
298,2026-07-18T11:37:23.854063+00:00,117,41.8,19.1,1000,1000,,,,,,,,-45.0,12.25,4.152,-11.7,-48.6,0
299,2026-07-18T11:49:26.860588+00:00,227,41.8,19.0,1000,1000,,,,,,,,-45.0,12.5,4.164,19.4,80.8,1
300,2026-07-18T11:55:27.059630+00:00,122,41.9,19.2,1000,1000,,,,,,,,-46.0,12.5,4.168,63.1,263.0,1
301,2026-07-18T12:01:25.477972+00:00,226,39.4,21.2,1000,1000,,,,,,,,-45.0,12.25,4.168,56.9,237.2,1
302,2026-07-18T12:07:26.343941+00:00,156,40.7,19.9,1000,1000,,,,,,,,-46.0,11.75,4.172,54.0,225.3,1
303,2026-07-18T12:19:29.570385+00:00,184,40.2,20.8,1000,1000,,,,,,,,-43.0,12.0,4.172,45.1,188.2,1
304,2026-07-18T12:31:34.932025+00:00,245,40.2,20.6,1000,1000,,,,,,,,-44.0,12.25,4.176,35.8,149.5,1
305,2026-07-18T12:37:34.616345+00:00,188,40.0,,,,,,,,,,,-49.0,12.25,,,,
306,2026-07-18T12:49:38.027406+00:00,202,44.0,18.5,1000,1000,,,,,,,,-45.0,13.0,4.176,14.4,60.1,1
307,2026-07-18T13:07:42.150156+00:00,137,38.4,23.0,1000,1000,,,,,,,,-52.0,12.5,4.176,17.8,74.3,1
308,2026-07-18T13:25:49.545723+00:00,151,39.0,21.6,1000,1000,,,,,,,,-52.0,12.0,4.184,12.1,50.6,1
309,2026-07-18T13:31:51.534038+00:00,110,41.4,19.3,1000,1000,,,,,,,,-51.0,12.75,4.18,8.9,37.2,1
310,2026-07-18T13:37:47.226312+00:00,185,33.3,27.5,1000,1000,,,,,,,,-50.0,12.0,4.184,9.1,38.1,1
311,2026-07-18T13:43:52.222018+00:00,166,43.4,18.6,1000,1000,,,,,,,,-48.0,12.25,4.184,4.0,16.7,0
312,2026-07-18T13:55:53.658913+00:00,201,37.3,23.6,1000,1000,,,,,,,,-50.0,12.25,4.184,5.7,23.8,1
313,2026-07-18T14:01:53.490733+00:00,233,34.2,26.6,1000,1000,,,,,,,,-49.0,12.75,4.176,-46.3,-193.3,0
314,2026-07-18T14:07:55.586488+00:00,175,41.1,19.8,1000,1000,,,,,,,,-48.0,12.5,4.18,-6.5,-27.2,0
315,2026-07-18T14:13:53.496298+00:00,222,31.9,29.7,1000,1000,,,,,,,,-50.0,12.5,4.168,-99.6,-415.1,0
316,2026-07-18T14:19:56.331441+00:00,167,32.3,28.7,1000,1000,,,,,,,,-50.0,12.25,4.176,-154.7,-646.0,0
317,2026-07-18T14:32:01.500893+00:00,196,39.2,22.3,1000,1000,,,,,,,,-52.0,11.75,4.184,-6.6,-27.6,0
318,2026-07-18T14:44:03.867469+00:00,258,30.4,31.5,1000,1000,,,,,,,,-52.0,12.25,4.172,-139.4,-581.6,0
319,2026-07-18T14:50:06.387733+00:00,226,31.3,30.1,1000,1000,,,,,,,,-50.0,12.5,4.176,-83.2,-347.4,0
320,2026-07-18T15:08:13.597066+00:00,264,30.9,31.1,1000,1000,,,,,,,,-49.0,12.25,4.18,-74.9,-313.1,0
321,2026-07-18T15:14:13.747089+00:00,201,33.3,27.5,1000,1000,,,,,,,,-50.0,13.0,4.184,-8.8,-36.8,0
322,2026-07-18T15:26:19.829103+00:00,155,38.1,22.8,1000,1000,,,,,,,,-49.0,12.0,4.184,-46.5,-194.6,0
323,2026-07-18T15:32:18.781110+00:00,222,31.0,31.6,1000,1000,,,,,,,,-49.0,12.5,4.172,-156.5,-652.9,0
324,2026-07-18T15:38:18.060001+00:00,172,31.2,30.9,1000,1000,,,,,,,,-49.0,12.0,4.184,-35.9,-150.2,0
325,2026-07-18T15:44:20.444534+00:00,172,35.4,25.5,1000,1000,,,,,,,,-49.0,12.25,4.188,-14.5,-60.7,0
326,2026-07-18T15:50:21.626920+00:00,191,36.5,24.2,1000,1000,,,,,,,,-49.0,12.5,4.188,-14.6,-61.1,0
327,2026-07-18T15:56:22.332147+00:00,288,31.8,29.2,1000,1000,,,,,,,,-49.0,12.5,4.172,-154.6,-645.0,0
328,2026-07-18T16:08:24.585942+00:00,229,29.1,32.2,1000,1000,,,,,,,,-48.0,12.5,4.168,-152.0,-633.5,0
329,2026-07-18T16:14:24.894393+00:00,208,28.6,33.4,1000,1000,,,,,,,,-49.0,12.5,4.168,-155.6,-648.5,0
330,2026-07-18T16:20:25.832190+00:00,211,31.1,31.0,1000,1000,,,,,,,,-48.0,12.25,4.168,-133.9,-558.1,0
331,2026-07-18T16:26:27.534208+00:00,153,33.8,27.4,1000,1000,,,,,,,,-48.0,13.5,4.152,-232.9,-967.0,0
332,2026-07-18T16:38:29.450556+00:00,214,27.6,36.1,1000,456,,,,,,,,-49.0,12.0,4.164,-158.6,-660.4,0
333,2026-07-18T16:44:29.957411+00:00,205,27.4,37.1,1000,470,,,,,,,,-54.0,12.25,4.16,-153.1,-636.9,0
334,2026-07-18T16:50:30.849744+00:00,204,27.3,37.6,1000,446,,,,,,,,-51.0,13.0,4.16,-153.4,-638.1,0
335,2026-07-18T16:56:31.445283+00:00,198,27.0,37.1,1000,403,,,,,,,,-49.0,12.25,4.148,-264.1,-1095.5,0
336,2026-07-18T17:02:32.003335+00:00,193,26.8,37.8,1000,362,,,,,,,,-49.0,11.75,4.156,-156.3,-649.6,0
337,2026-07-18T17:08:31.944744+00:00,198,25.6,40.1,1000,578,,,,,,,,-52.0,12.25,4.156,-155.4,-645.8,0
338,2026-07-18T17:14:32.504591+00:00,191,25.3,40.3,1000,380,,,,,,,,-52.0,12.5,4.156,-152.9,-635.5,0
339,2026-07-18T17:20:33.182991+00:00,235,24.8,41.5,1000,331,,,,,,,,-49.0,12.25,4.156,-155.7,-647.1,0
340,2026-07-18T17:26:33.827118+00:00,188,25.2,41.2,1000,365,,,,,,,,-50.0,12.75,4.156,-152.5,-633.8,0
341,2026-07-18T17:32:34.562261+00:00,204,25.5,40.5,1000,314,,,,,,,,-48.0,12.25,4.152,-152.2,-631.9,0
342,2026-07-18T17:38:35.296622+00:00,152,25.6,40.1,1000,529,,,,,,,,-50.0,12.5,4.152,-154.7,-642.3,0
343,2026-07-18T17:44:35.515594+00:00,158,24.9,42.1,1000,247,,,,,,,,-50.0,12.5,4.136,-255.1,-1055.1,0
344,2026-07-18T17:50:35.455598+00:00,192,24.2,42.9,1000,245,,,,,,,,-49.0,12.5,4.148,-157.1,-651.7,0
345,2026-07-18T17:56:35.717547+00:00,192,24.2,42.6,1000,235,,,,,,,,-48.0,12.25,4.148,-156.1,-647.5,0
346,2026-07-18T18:02:36.435976+00:00,223,24.3,42.2,1000,244,,,,,,,,-48.0,13.0,4.132,-257.9,-1065.6,0
347,2026-07-18T18:08:36.685327+00:00,209,23.5,44.6,1000,464,,,,,,,,-48.0,12.25,4.144,-155.9,-646.0,0
348,2026-07-18T18:14:37.634961+00:00,208,23.5,44.6,1000,278,,,,,,,,-48.0,13.25,4.132,-257.8,-1065.2,0
349,2026-07-18T18:20:37.917652+00:00,205,23.1,45.4,921,196,,,,,,,,-48.0,12.25,4.144,-157.3,-651.9,0
350,2026-07-18T18:26:38.522443+00:00,178,22.8,45.8,868,180,,,,,,,,-49.0,12.0,4.116,-348.3,-1433.6,0
351,2026-07-18T18:32:39.074371+00:00,223,22.5,46.7,830,185,,,,,,,,-51.0,13.0,4.14,-154.0,-637.6,0
352,2026-07-18T18:44:42.697361+00:00,227,22.0,48.2,750,178,,,,,,,,-49.0,12.25,4.136,-155.9,-644.8,0
353,2026-07-18T18:50:43.332372+00:00,221,21.8,48.7,661,147,,,,,,,,-49.0,12.5,4.136,-155.0,-641.1,0
354,2026-07-18T18:56:44.049489+00:00,155,21.9,48.5,662,167,,,,,,,,-48.0,13.0,4.108,-327.7,-1346.2,0
355,2026-07-18T19:02:44.319342+00:00,223,21.3,50.0,523,121,,,,,,,,-48.0,12.25,4.132,-157.1,-649.1,0
356,2026-07-18T19:20:51.598749+00:00,228,,,378,83,,,,,,,,-48.0,13.0,4.128,-158.1,-652.6,0
357,2026-07-18T19:32:55.353685+00:00,218,10.2,25.8,296,72,,,,,,,,-49.0,12.75,4.128,-157.4,-649.7,0
358,2026-07-18T19:38:56.009045+00:00,206,,,250,63,,,,,,,,-50.0,13.5,4.124,-158.9,-655.3,0
359,2026-07-18T19:44:56.523824+00:00,207,10.1,25.9,194,49,,,,,,,,-48.0,12.25,4.124,-156.6,-645.8,0
360,2026-07-18T19:50:56.823686+00:00,211,,,147,36,,,,,,,,-50.0,13.5,4.124,-158.1,-652.0,0
361,2026-07-18T19:56:57.227675+00:00,223,9.9,26.2,109,27,,,,,,,,-49.0,12.25,4.12,-158.9,-654.7,0
362,2026-07-18T20:02:57.740488+00:00,183,,,77,20,,,,,,,,-49.0,12.25,4.12,-160.8,-662.5,0
363,2026-07-18T20:08:58.251185+00:00,217,,,51,13,,,,,,,,-48.0,12.25,4.12,-158.7,-653.8,0
364,2026-07-18T20:14:58.649284+00:00,252,9.6,26.9,32,8,,,,,,,,-48.0,13.0,4.1,-274.0,-1123.4,0
365,2026-07-18T20:20:59.061202+00:00,236,,,18,4,,,,,,,,-48.0,12.75,4.116,-158.1,-650.7,0
366,2026-07-18T20:26:59.472268+00:00,234,18.7,55.6,10,2,,,,,,,,-48.0,12.0,4.1,-259.8,-1065.2,0
367,2026-07-18T20:39:02.937799+00:00,225,18.4,57.0,2,0,,,,,,,,-48.0,13.0,4.112,-160.1,-658.3,0
368,2026-07-18T20:45:03.294397+00:00,223,18.3,57.5,1,0,,,,,,,,-50.0,12.25,4.096,-264.1,-1081.8,0
369,2026-07-18T20:51:04.092422+00:00,228,18.2,58.2,1,0,,,,,,,,-48.0,12.75,4.108,-161.6,-663.9,0
370,2026-07-18T20:57:04.455524+00:00,231,18.0,59.1,0,0,,,,,,,,-49.0,11.75,4.108,-158.2,-649.9,0
371,2026-07-18T21:03:04.872954+00:00,190,17.7,59.9,0,0,,,,,,,,-51.0,13.25,4.108,-161.3,-662.6,0
372,2026-07-18T21:15:08.630809+00:00,226,17.4,60.9,0,0,,,,,,,,-49.0,12.25,4.104,-160.4,-658.3,0
373,2026-07-18T21:27:12.567507+00:00,241,17.1,61.9,0,0,,,,,,,,-49.0,12.25,4.1,-157.7,-646.6,0
374,2026-07-18T21:33:13.162651+00:00,205,16.9,62.7,0,0,,,,,,,,-48.0,12.0,4.1,-159.0,-651.9,0
375,2026-07-18T21:39:13.562220+00:00,231,16.8,63.0,0,1,,,,,,,,-51.0,12.5,4.1,-158.8,-651.1,0
376,2026-07-18T21:45:13.881589+00:00,239,16.6,63.6,0,0,,,,,,,,-49.0,12.25,4.08,-277.7,-1133.0,0
377,2026-07-18T21:51:14.233393+00:00,211,16.5,64.1,0,0,,,,,,,,-50.0,12.25,4.096,-157.8,-646.3,0
378,2026-07-18T21:57:14.905700+00:00,225,16.4,64.4,0,0,,,,,,,,-47.0,13.0,4.092,-161.8,-662.1,0
379,2026-07-18T22:03:15.298799+00:00,201,16.3,64.4,0,0,,,,,,,,-51.0,12.5,4.096,-160.2,-656.2,0
380,2026-07-18T22:09:15.594011+00:00,226,16.2,64.6,0,0,,,,,,,,-51.0,13.0,4.092,-158.8,-649.8,0
381,2026-07-18T22:15:15.886973+00:00,219,16.0,65.5,0,0,,,,,,,,-50.0,12.5,4.064,-353.2,-1435.4,0
382,2026-07-18T22:21:16.404745+00:00,265,,,,,,,,,,,,-50.0,12.25,,,,
383,2026-07-18T22:27:16.878380+00:00,235,15.7,66.5,0,0,,,,,,,,-50.0,13.25,4.088,-158.2,-646.7,0
384,2026-07-18T22:33:17.464744+00:00,225,15.5,67.4,0,0,,,,,,,,-52.0,12.75,4.072,-277.9,-1131.6,0
385,2026-07-18T22:39:18.164591+00:00,219,15.4,67.7,0,0,,,,,,,,-49.0,12.25,4.088,-159.9,-653.7,0
386,2026-07-18T22:45:18.823379+00:00,241,15.3,68.1,0,0,,,,,,,,-48.0,13.0,4.088,-161.8,-661.4,0
387,2026-07-18T22:51:19.182994+00:00,222,15.1,68.7,0,0,,,,,,,,-49.0,12.75,4.068,-260.5,-1059.7,0
388,2026-07-18T22:57:19.883711+00:00,205,14.9,69.4,0,0,,,,,,,,-49.0,12.75,4.08,-160.6,-655.2,0
389,2026-07-18T23:03:20.251809+00:00,220,14.7,69.7,0,0,,,,,,,,-49.0,12.25,4.08,-157.9,-644.2,0
390,2026-07-18T23:09:20.904524+00:00,236,14.5,70.3,0,0,,,,,,,,-49.0,12.5,4.08,-160.2,-653.6,0
391,2026-07-18T23:27:27.531153+00:00,239,14.3,71.3,0,0,,,,,,,,-48.0,12.25,4.076,-161.2,-657.1,0
392,2026-07-18T23:33:28.048090+00:00,237,14.2,71.3,0,0,,,,,,,,-48.0,12.0,4.072,-161.0,-655.6,0
393,2026-07-18T23:39:28.404943+00:00,227,14.1,71.4,0,0,,,,,,,,-48.0,12.25,4.056,-266.3,-1080.1,0
394,2026-07-18T23:45:29.027775+00:00,224,14.1,71.6,0,0,,,,,,,,-48.0,12.25,4.072,-160.3,-652.7,0
395,2026-07-18T23:51:29.418022+00:00,224,13.7,72.9,0,0,,,,,,,,-46.0,12.5,4.072,-159.4,-649.1,0
396,2026-07-18T23:57:29.897533+00:00,194,13.6,72.4,0,0,,,,,,,,-48.0,12.5,4.052,-291.7,-1182.0,0
397,2026-07-19T00:03:30.298973+00:00,236,13.4,73.0,0,0,,,,,,,,-48.0,12.75,4.068,-159.2,-647.6,0
398,2026-07-19T00:09:30.652306+00:00,253,13.4,73.0,0,0,,,,,,,,-48.0,12.5,4.068,-159.5,-648.8,0
399,2026-07-19T00:15:30.973973+00:00,226,13.5,73.0,0,0,,,,,,,,-49.0,12.5,4.06,-159.3,-646.8,0
400,2026-07-19T00:21:31.522718+00:00,243,13.2,73.6,0,0,,,,,,,,-51.0,12.75,4.064,-158.3,-643.3,0
401,2026-07-19T00:27:32.029691+00:00,232,13.2,73.8,0,0,,,,,,,,-48.0,13.5,4.06,-160.0,-649.6,0
402,2026-07-19T00:33:32.388424+00:00,244,12.9,74.9,0,0,,,,,,,,-49.0,13.25,4.06,-159.6,-648.0,0
403,2026-07-19T00:39:32.996841+00:00,238,13.0,75.0,0,0,,,,,,,,-48.0,12.75,4.056,-158.9,-644.5,0
404,2026-07-19T00:45:33.600841+00:00,234,12.9,75.5,0,0,,,,,,,,-49.0,12.25,4.06,-158.3,-642.7,0
405,2026-07-19T00:51:33.868091+00:00,209,12.8,75.9,0,0,,,,,,,,-48.0,13.0,4.056,-159.7,-647.7,0
406,2026-07-19T00:57:34.431442+00:00,243,12.6,76.5,0,0,,,,,,,,-50.0,12.75,4.056,-160.8,-652.2,0
407,2026-07-19T01:03:34.683664+00:00,237,12.8,76.4,0,0,,,,,,,,-48.0,13.5,4.036,-261.9,-1057.0,0
408,2026-07-19T01:09:35.015226+00:00,230,12.5,77.3,0,0,,,,,,,,-48.0,12.25,4.052,-158.4,-641.8,0
409,2026-07-19T01:15:35.493232+00:00,231,12.4,77.8,0,0,,,,,,,,-48.0,12.0,4.052,-159.4,-645.9,0
410,2026-07-19T01:21:35.914351+00:00,245,12.2,78.6,0,0,,,,,,,,-48.0,12.5,4.036,-262.8,-1060.7,0
411,2026-07-19T01:27:36.808099+00:00,205,12.1,78.9,0,0,,,,,,,,-48.0,12.25,4.024,-309.5,-1245.4,0
412,2026-07-19T01:33:37.122134+00:00,248,11.9,79.5,0,0,,,,,,,,-49.0,12.25,4.048,-159.8,-646.9,0
413,2026-07-19T01:39:37.771130+00:00,238,11.9,80.5,0,0,,,,,,,,-49.0,12.5,4.044,-161.9,-654.7,0
414,2026-07-19T01:45:38.255279+00:00,230,11.9,80.1,0,0,,,,,,,,-49.0,12.25,4.028,-263.7,-1062.2,0
415,2026-07-19T01:51:38.708775+00:00,234,11.7,80.6,0,0,,,,,,,,-49.0,11.75,4.04,-159.9,-646.0,0
416,2026-07-19T02:03:42.671662+00:00,253,11.6,81.5,0,0,,,,,,,,-48.0,12.25,4.036,-161.0,-649.8,0
417,2026-07-19T02:15:46.427889+00:00,238,11.4,82.5,0,0,,,,,,,,-50.0,13.0,4.036,-161.0,-649.8,0
418,2026-07-19T02:21:46.840677+00:00,247,11.3,82.7,0,0,,,,,,,,-49.0,12.5,4.036,-160.1,-646.2,0
419,2026-07-19T02:27:47.364345+00:00,238,11.4,83.3,0,0,,,,,,,,-50.0,13.5,4.02,-268.7,-1080.2,0
420,2026-07-19T02:33:47.783436+00:00,233,11.1,83.3,0,0,,,,,,,,-50.0,13.0,4.032,-160.1,-645.5,0
421,2026-07-19T02:39:48.484030+00:00,246,11.0,84.1,0,0,,,,,,,,-48.0,12.0,4.032,-160.9,-648.7,0
422,2026-07-19T02:45:48.806617+00:00,243,11.0,,,,,,,,,,,-48.0,12.5,,,,
423,2026-07-19T02:51:49.211128+00:00,229,10.9,83.5,0,0,,,,,,,,-48.0,12.25,4.028,-158.8,-639.6,0
424,2026-07-19T02:57:49.833050+00:00,247,10.8,,,,,,,,,,,-48.0,12.5,,,,
425,2026-07-19T03:03:50.326392+00:00,252,10.8,84.2,0,0,,,,,,,,-48.0,13.0,4.024,-162.2,-652.7,0
426,2026-07-19T03:09:50.899061+00:00,251,10.8,83.9,0,0,,,,,,,,-48.0,12.25,4.028,-162.4,-654.1,0
427,2026-07-19T03:15:51.300223+00:00,222,10.6,84.9,0,0,,,,,,,,-48.0,11.75,4.024,-159.6,-642.2,0
428,2026-07-19T03:27:55.065648+00:00,248,10.5,85.3,1,0,,,,,,,,-49.0,12.5,4.02,-159.7,-642.0,0
429,2026-07-19T03:33:55.619752+00:00,243,10.5,85.7,2,0,,,,,,,,-48.0,12.0,4.02,-160.9,-646.8,0
430,2026-07-19T03:39:55.908928+00:00,250,10.3,85.7,5,1,,,,,,,,-50.0,13.0,4.02,-159.4,-640.8,0
431,2026-07-19T03:51:59.686207+00:00,251,10.3,86.1,20,9,,,,,,,,-50.0,13.0,4.0,-266.8,-1067.2,0
432,2026-07-19T03:58:00.150250+00:00,238,10.3,86.8,37,16,,,,,,,,-49.0,12.0,4.012,-163.2,-654.8,0
433,2026-07-19T04:04:00.701887+00:00,255,10.6,85.2,58,21,,,,,,,,-48.0,12.0,4.012,-159.5,-639.9,0
434,2026-07-19T04:10:00.996080+00:00,234,10.6,84.7,85,28,,,,,,,,-48.0,12.75,4.012,-160.1,-642.3,0
435,2026-07-19T04:22:04.501912+00:00,246,10.4,85.1,151,46,,,,,,,,-48.0,12.25,3.992,-261.7,-1044.7,0
436,2026-07-19T04:34:08.046265+00:00,308,10.3,85.1,235,64,,,,,,,,-48.0,12.0,3.988,-281.4,-1122.2,0
437,2026-07-19T04:40:08.417628+00:00,239,10.3,84.9,275,72,,,,,,,,-50.0,13.75,4.004,-158.2,-633.4,0
438,2026-07-19T04:46:09.050018+00:00,228,10.3,85.3,316,80,,,,,,,,-49.0,12.5,4.004,-160.0,-640.6,0
439,2026-07-19T04:58:13.075840+00:00,230,10.5,84.2,402,99,,,,,,,,-49.0,12.0,4.004,-155.9,-624.2,0
440,2026-07-19T05:04:14.411871+00:00,231,10.9,83.9,443,108,,,,,,,,-50.0,13.5,4.0,-159.9,-639.6,0
441,2026-07-19T05:10:14.476058+00:00,232,12.1,78.7,484,114,,,,,,,,-48.0,12.75,4.0,-158.1,-632.4,0
442,2026-07-19T05:16:14.999811+00:00,203,11.3,81.6,525,129,,,,,,,,-49.0,12.5,3.976,-333.9,-1327.6,0
443,2026-07-19T05:22:16.861608+00:00,226,11.0,,,,,,,,,,,-49.0,12.0,,,,
444,2026-07-19T05:28:17.761220+00:00,216,13.2,74.7,649,181,,,,,,,,-49.0,12.0,3.984,-256.0,-1019.9,0
445,2026-07-19T05:40:21.078283+00:00,220,13.7,72.8,816,227,,,,,,,,-49.0,12.5,3.996,-149.0,-595.4,0
446,2026-07-19T05:46:22.234391+00:00,231,13.5,73.5,948,276,,,,,,,,-49.0,12.25,3.992,-153.8,-614.0,0
447,2026-07-19T05:52:23.330913+00:00,234,13.8,72.8,1000,345,,,,,,,,-49.0,12.25,3.996,-158.8,-634.6,0
448,2026-07-19T05:58:23.710668+00:00,198,14.2,71.2,961,276,,,,,,,,-49.0,12.25,3.996,-154.9,-619.0,0
449,2026-07-19T06:22:35.508297+00:00,197,15.5,67.8,969,258,,,,,,,,-49.0,12.75,4.004,-75.1,-300.7,0
450,2026-07-19T06:28:36.030173+00:00,239,15.9,64.7,1000,299,,,,,,,,-49.0,12.0,4.008,-65.1,-260.9,0
451,2026-07-19T06:40:40.046579+00:00,221,17.0,60.6,1000,295,,,,,,,,-48.0,12.0,4.012,-47.9,-192.2,0
452,2026-07-19T06:46:40.921510+00:00,202,8.6,28.9,1000,325,,,,,,,,-48.0,13.0,4.024,-36.4,-146.5,0
453,2026-07-19T06:58:45.268031+00:00,198,,,1000,320,,,,,,,,-48.0,12.5,4.024,-28.2,-113.5,0
454,2026-07-19T07:04:46.442125+00:00,146,,,1000,292,,,,,,,,-48.0,13.0,4.028,-187.4,-754.8,0
455,2026-07-19T07:22:52.977096+00:00,201,,,962,219,,,,,,,,-49.0,12.5,4.04,0.8,3.2,0
456,2026-07-19T07:34:59.325736+00:00,230,21.5,43.7,1000,228,,,,,,,,-48.0,13.0,4.028,-72.9,-293.6,0
457,2026-07-19T07:41:00.200903+00:00,206,22.0,42.9,1000,280,,,,,,,,-48.0,13.0,4.044,20.2,81.7,1
458,2026-07-19T07:47:00.559295+00:00,228,22.9,41.2,1000,288,,,,,,,,-49.0,11.75,4.036,-70.4,-284.1,0
459,2026-07-19T07:59:02.731709+00:00,215,23.2,40.3,1000,309,,,,,,,,-49.0,12.5,4.056,35.1,142.4,1
460,2026-07-19T08:05:03.598240+00:00,174,24.4,38.9,1000,288,,,,,,,,-48.0,12.0,4.06,37.0,150.2,1
461,2026-07-19T08:11:02.880605+00:00,215,24.9,38.2,1000,271,,,,,,,,-48.0,12.5,4.064,40.3,163.8,1
462,2026-07-19T08:17:04.574313+00:00,222,26.3,36.1,1000,271,,,,,,,,-48.0,13.0,4.068,50.5,205.4,1
463,2026-07-19T08:23:04.908093+00:00,213,27.0,35.3,1000,460,,,,,,,,-49.0,11.75,4.076,72.6,295.9,1
464,2026-07-19T08:29:03.543576+00:00,174,24.7,38.0,1000,416,,,,,,,,-48.0,13.0,4.04,-201.1,-812.4,0
465,2026-07-19T08:35:05.008153+00:00,193,24.9,37.5,1000,447,,,,,,,,-49.0,12.75,4.06,-81.2,-329.7,0
466,2026-07-19T08:47:08.676094+00:00,204,28.0,31.1,1000,473,,,,,,,,-48.0,12.25,4.088,86.7,354.4,1
467,2026-07-19T08:53:11.137688+00:00,190,32.5,26.9,1000,743,,,,,,,,-48.0,12.75,4.072,-76.2,-310.3,0
468,2026-07-19T09:05:13.909381+00:00,212,30.8,28.4,1000,1000,,,,,,,,-48.0,11.75,4.088,11.6,47.4,1
469,2026-07-19T09:17:14.763036+00:00,205,26.6,33.5,1000,1000,,,,,,,,-48.0,11.5,4.08,-85.8,-350.1,0
470,2026-07-19T09:23:14.593536+00:00,211,27.1,32.0,1000,1000,,,,,,,,-48.0,12.0,4.084,-56.3,-229.9,0
