id,ts,co2,temp,hum,clear,nir,soil_moisture,soil_temp,soil_ec,soil_ph,soil_n,soil_p,soil_k,rssi,snr,battery_v,battery_i,battery_p,charging,light_gain,light_saturated,sleep_interval_s,awake_ms
391,2026-07-25T20:22:09.524096+00:00,164,21.4,55.2,1216,357,,,,,,,,-40,11.75,3.772,-175.2,-660.9,0,512,,30,6117
392,2026-07-25T20:22:45.638823+00:00,157,21.4,55.4,1117,327,,,,,,,,-41,12.5,3.748,-324,-1214.4,0,512,,30,6116
393,2026-07-25T20:23:21.750927+00:00,184,21.4,55.4,1028,300,,,,,,,,-40,12.75,3.756,-292.7,-1099.4,0,512,,30,6117
394,2026-07-25T20:23:57.845106+00:00,182,21.4,55.3,942,277,,,,,,,,-40,12,3.752,-285.4,-1070.8,0,512,,30,6117
395,2026-07-25T20:24:33.974588+00:00,216,21.4,55.5,863,252,,,,,,,,-40,12.5,3.772,-176.5,-665.8,0,512,,30,6117
396,2026-07-25T20:25:10.038896+00:00,178,21.3,55.7,787,230,,,,,,,,-40,12.25,3.768,-179.1,-674.8,0,512,,30,6117
397,2026-07-25T20:25:46.111415+00:00,169,21.4,55.8,718,208,,,,,,,,-40,12,3.768,-175.3,-660.5,0,512,,30,6117
398,2026-07-25T20:26:22.186091+00:00,192,21.3,55.9,655,187,,,,,,,,-41,12.25,3.768,-177.9,-670.3,0,512,,30,6117
399,2026-07-25T20:26:58.275245+00:00,188,21.3,56.1,598,170,,,,,,,,-40,12.25,3.768,-177.6,-669.2,0,512,,30,6116
400,2026-07-25T20:27:34.374866+00:00,,,,,,,,,,,,,-41,11.75,,,,,,,,
401,2026-07-25T20:28:10.457117+00:00,208,21.3,56.3,497,138,,,,,,,,-40,12.75,3.768,-176.4,-664.7,0,512,,30,6117
402,2026-07-25T20:28:46.531472+00:00,198,21.3,56.2,450,123,,,,,,,,-40,11.75,3.768,-175.5,-661.3,0,512,,30,6117
403,2026-07-25T20:29:22.635009+00:00,177,21.2,56.5,410,110,,,,,,,,-40,11.75,3.772,-175.1,-660.5,0,512,,30,6117
404,2026-07-25T20:29:58.726856+00:00,187,21.2,56.5,373,100,,,,,,,,-40,12.5,3.768,-179.3,-675.6,0,512,,30,6117
405,2026-07-25T20:30:34.810578+00:00,161,21.2,56.7,339,88,,,,,,,,-40,13,3.772,-176.2,-664.6,0,512,,30,6116
406,2026-07-25T20:31:10.895671+00:00,162,21.1,56.8,308,80,,,,,,,,-41,12,3.768,-176.6,-665.4,0,512,,30,6117
407,2026-07-25T20:31:46.982369+00:00,137,21.1,56.7,280,69,,,,,,,,-40,13,3.748,-308.5,-1156.3,0,512,,30,6117
408,2026-07-25T20:32:23.071924+00:00,171,21.1,56.9,255,63,,,,,,,,-43,11.5,3.752,-288.8,-1083.6,0,512,,30,6118
409,2026-07-25T20:32:59.235618+00:00,183,,,231,55,,,,,,,,-41,12.25,3.768,-177.6,-669.2,0,512,,30,6185
410,2026-07-25T20:33:35.403919+00:00,175,,,211,51,,,,,,,,-40,12.25,3.764,-179,-673.8,0,512,,30,6185
411,2026-07-25T20:34:11.568256+00:00,174,,,191,45,,,,,,,,-40,12,3.772,-175.3,-661.2,0,512,,30,618
412,2026-07-25T20:34:47.722417+00:00,170,,,174,40,,,,,,,,-40,12.5,3.764,-178.7,-672.6,0,512,,30,6185
413,2026-07-25T20:35:23.883392+00:00,175,,,158,37,,,,,,,,-40,12.25,3.768,-179.1,-674.8,0,512,,30,6185
414,2026-07-25T20:36:00.063639+00:00,181,,,144,33,,,,,,,,-41,11.5,3.768,-175.5,-661.3,0,512,,30,6184
415,2026-07-25T20:36:36.226998+00:00,185,,,131,28,,,,,,,,-42,12,3.768,-177.8,-670,0,512,,30,6185
416,2026-07-25T20:37:12.382816+00:00,150,,,118,24,,,,,,,,-40,12,3.768,-179.2,-675.2,0,512,,30,6185
417,2026-07-25T20:37:48.488246+00:00,160,,,107,21,,,,,,,,-41,11.75,3.74,-342.8,-1282.1,0,512,,30,6116
418,2026-07-25T20:42:57.915263+00:00,175,,,49,6,,,,,,,,-40,13,3.768,-179.1,-674.8,0,512,,30,6184
419,2026-07-25T20:48:07.391340+00:00,189,,,26,3,,,,,,,,-40,12.5,3.76,-179.4,-674.5,0,512,,30,6184
420,2026-07-25T20:48:43.559602+00:00,167,,,24,3,,,,,,,,-40,12.75,3.764,-177.5,-668.1,0,512,,30,6185
421,2026-07-25T20:49:19.714287+00:00,158,,,22,0,,,,,,,,-40,12.5,3.748,-306.6,-1149.1,0,512,,30,6185
