id,ts,co2,temp,hum,clear,nir,soil_moisture,soil_temp,soil_ec,soil_ph,soil_n,soil_p,soil_k,rssi,snr,solar_v,solar_i,solar_p,load_v,load_i,load_p,charging
277,2026-07-08T19:28:53.510775+00:00,431,30.5,42.9,75,39,,,,,,,,-79,12.25,3.948,0.8,3.2,,,,0
278,2026-07-08T19:30:56.257065+00:00,435,30.4,42.9,72,38,,,,,,,,-78,13.5,3.948,0,0,,,,0
279,2026-07-08T19:32:58.964373+00:00,426,30.4,42.7,69,36,,,,,,,,-81,12.5,3.944,0,0,,,,0
280,2026-07-08T19:35:01.717723+00:00,431,30.4,43.4,66,35,,,,,,,,-84,12.5,3.944,0.1,0.4,,,,0
281,2026-07-08T19:37:04.436444+00:00,448,30.2,42.8,64,34,,,,,,,,-78,12,3.944,0,0,,,,0
282,2026-07-08T19:39:07.162107+00:00,436,30,41.8,60,31,,,,,,,,-88,12.75,3.944,0.5,2,,,,0
283,2026-07-08T19:41:09.923185+00:00,460,30,43.6,58,31,,,,,,,,-78,12.75,3.944,0.1,0.4,,,,0
284,2026-07-08T19:43:12.690554+00:00,484,29.8,44,55,29,,,,,,,,-77,13.25,3.936,0.3,1.2,,,,0
285,2026-07-08T19:45:15.493970+00:00,462,29.3,40.9,52,29,,,,,,,,-78,12.5,3.936,173.2,681.7,,,,1
286,2026-07-08T19:47:18.260507+00:00,474,28.9,40.8,49,28,,,,,,,,-79,13.5,3.936,0,0,,,,0
287,2026-07-08T19:49:21.085729+00:00,460,28.6,42.9,46,26,,,,,,,,-80,12.75,3.936,174.1,685.3,,,,1
288,2026-07-08T19:51:23.850978+00:00,434,28.4,43.6,43,25,,,,,,,,-80,13.75,3.912,0.1,0.4,,,,0
289,2026-07-08T19:53:26.689027+00:00,448,28.3,44,40,23,,,,,,,,-79,13.25,3.936,0,0,,,,0
290,2026-07-08T19:55:29.423932+00:00,444,28.2,43.4,38,22,,,,,,,,-74,13,3.94,0.4,1.6,,,,0
291,2026-07-08T19:57:32.188594+00:00,436,28.4,44.5,36,20,,,,,,,,-76,13.25,3.904,0.4,1.6,,,,0
292,2026-07-08T19:59:35.033627+00:00,444,28.3,43.3,33,19,,,,,,,,-77,11.75,3.94,0,0,,,,0
293,2026-07-08T20:01:37.794651+00:00,444,28.2,44.1,30,18,,,,,,,,-77,13.75,3.936,0,0,,,,0
294,2026-07-08T20:03:40.530119+00:00,445,28,42.8,27,16,,,,,,,,-79,12.75,3.912,0,0,,,,0
295,2026-07-08T20:05:43.260359+00:00,450,28,45.1,25,15,,,,,,,,-78,13,3.94,0,0,,,,0
296,2026-07-08T20:07:46.008657+00:00,429,28,47.4,22,13,,,,,,,,-79,12.75,3.936,173.6,683.3,,,,1
297,2026-07-08T20:09:48.829109+00:00,404,28.3,47.2,20,12,,,,,,,,-83,12.5,3.936,0,0,,,,0
